pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_spectype,st_teff,st_rad,st_mass,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
K2-387 b,K2-387,1,1,Transit,2022,K2,28.735327,,7.322,42.2,,,3572.0,0.59,0.57,266.318,16.147,12.286,15.4948
K2-388 b,K2-388,1,1,Transit,2022,K2,6.339069,,3.66,13.0,922.0,G8,5367.0,0.9,0.84,290.495,12.861,10.931,12.6357
K2-389 b,K2-389,1,2,Transit,2022,K2,8.584043,,2.184,5.41,,G3,5782.0,1.08,0.8,259.208,11.827,10.184,11.5697
K2-389 c,K2-389,1,2,Transit,2022,K2,20.851337,,2.04,4.82,,G3,5782.0,1.08,0.8,259.208,11.827,10.184,11.5697
K2-39 b,K2-39,1,1,Transit,2016,K2,4.60543,0.05708,6.277,28.6047,1670.0,,4881.0,2.97,0.66,307.47,10.831,8.516,10.5959
K2-390 b,K2-390,1,1,Transit,2022,K2,3.312792,,4.662,19.6,1119.0,G4,5558.0,0.97,0.79,456.122,13.611,11.718,13.3434
K2-391 b,K2-391,1,1,Transit,2022,K2,4.622654,,1.371,2.45,,G7,5543.0,0.57,0.76,507.94,12.527,10.705,12.3302
K2-392 b,K2-392,1,1,Transit,2022,K2,15.398723,,1.85,4.08,,G3,5726.0,1.06,0.84,406.985,12.922,11.238,12.6795
K2-393 b,K2-393,1,1,Transit,2022,K2,10.413181,,2.352,6.13,,,5678.0,1.07,0.88,265.914,11.84,10.284,11.7768
K2-394 b,K2-394,1,1,Transit,2022,K2,5.095717,,1.692,3.51,643.0,,4938.0,0.63,0.48,98.0152,12.768,9.568,12.2095
K2-395 b,K2-395,1,2,Transit,2022,K2,4.803352,,2.597,7.26,,K0,5007.0,0.78,0.95,286.727,15.131,11.365,14.1559
K2-395 c,K2-395,1,2,Transit,2022,K2,8.491282,,3.395,11.4,,K0,5007.0,0.78,0.95,286.727,15.131,11.365,14.1559
K2-396 b,K2-396,1,2,Transit,2022,K2,0.673862,,1.579,3.12,,G9,5236.0,0.92,0.95,274.864,13.32,10.811,12.9345
K2-396 c,K2-396,1,2,Transit,2022,K2,25.76051,,3.124,9.93,,G9,5236.0,0.92,0.95,274.864,13.32,10.811,12.9345
K2-397 b,K2-397,1,1,Transit,2022,K2,3.572326,,2.417,6.42,,G7,5387.0,0.97,0.94,199.354,11.865,9.95,11.6421
K2-398 b,K2-398,1,2,Transit,2022,K2,6.393025,,2.274,5.79,,G2,5946.0,1.24,0.95,606.992,13.287,11.717,13.0091
K2-398 c,K2-398,1,2,Transit,2022,K2,18.787839,,5.098,22.8,,G2,5946.0,1.24,0.95,606.992,13.287,11.717,13.0091
K2-4 b,K2-4,1,1,Transit,2015,K2,10.003417,0.078,2.1,5.06,563.0,,4014.73,0.57,0.64,231.828,14.855,11.571,14.3403
K2-400 b,K2-400,1,1,Transit,2022,K2,3.865053,,1.163,1.67,,M3,3578.0,0.38,0.37,62.3804,15.108,10.405,13.9899
K2-401 b,K2-401,1,1,Transit,2022,K2,6.293099,,2.262,5.74,,K7,4213.0,0.68,0.87,200.727,14.014,11.106,13.6941
K2-402 b,K2-402,1,1,Transit,2022,K2,17.27474,,2.678,7.65,,G2,5716.0,1.28,0.94,523.055,13.032,11.377,12.836
K2-403 b,K2-403,1,1,Transit,2022,K2,33.589979,,5.333,24.6,949.0,G4,5511.0,0.89,0.78,246.599,12.305,10.581,12.152
K2-404 b,K2-404,1,1,Transit,2022,K2,13.115365,,2.53,6.94,,M1,3748.0,0.55,0.55,121.63,14.622,10.75,13.8429
K2-405 b,K2-405,1,1,Transit,2022,K2,3.435471,,4.569,18.9,969.0,K0,4927.0,0.77,1.03,197.234,12.816,10.547,12.5911
K2-406 b,K2-406,1,1,Transit,2022,K2,22.549406,,4.602,19.2,,G4,5784.0,0.96,0.8,85.3751,9.465,8.033,9.49379
K2-407 b,K2-407,1,2,Transit,2022,K2,4.941907,,1.283,2.19,,G4,5563.0,0.93,0.88,218.376,11.969,10.213,11.9956
K2-407 c,K2-407,1,2,Transit,2022,K2,9.22453,,1.36,2.42,,G4,5563.0,0.93,0.88,218.376,11.969,10.213,11.9956
K2-408 b,K2-408,1,1,Transit,2022,K2,20.978959,,1.677,3.45,,G7,5335.0,0.78,0.81,162.306,12.056,9.978,11.7345
K2-409 b,K2-409,1,1,Transit,2022,K2,1.908084,,2.482,6.72,,G4,5742.0,1.23,0.89,431.031,12.902,11.038,12.6144
K2-411 b,K2-411,1,1,Transit,2022,K2,3.2141,0.0511,0.99,0.937,,,5711.0,1.38,1.02,298.219,12.27,10.271,11.9872
K2-412 b,K2-412,1,1,Transit,2022,K2,5.9382,0.0586,2.116,5.13,,,5590.0,0.98,0.89,654.085,15.746,12.542,15.1491
K2-413 b,K2-413,1,2,Transit,2022,K2,0.8094,0.0117,0.76,0.363,,,4116.0,0.7,0.81,285.162,15.013,11.86,14.5773
K2-413 c,K2-413,1,2,Transit,2022,K2,5.3301,0.0426,1.233,2.05,,,4116.0,0.7,0.81,285.162,15.013,11.86,14.5773
K2-414 b,K2-414,1,2,Transit,2022,K2,4.3696,0.0487,1.219,1.98,,,4343.0,0.73,0.81,260.036,14.289,11.438,13.9384
K2-414 c,K2-414,1,2,Transit,2022,K2,6.669,0.0552,1.929,4.38,,,4343.0,0.73,0.81,260.036,14.289,11.438,13.9384
K2-415 b,K2-415,1,1,Transit,2023,K2,4.0179694,0.027,1.015,7.5,412.0,M5 V,3173.0,0.2,0.16,21.8182,15.33,9.899,13.7957
K2-416 b,K2-416,1,1,Transit,2023,K2,13.102,0.088,2.66,1652.70772,447.0,M V,3746.0,0.55,0.55,120.311,14.794,10.734,13.9468
K2-417 b,K2-417,1,1,Transit,2023,K2,6.535,0.063,3.31,699.2225,558.0,M V,3861.0,0.58,0.57,94.0424,13.909,10.06,13.1533
K2-419 A b,K2-419 A,2,1,Transit,2024,K2,20.35847252,0.1208,10.55,196.0,377.0,,3711.0,0.54,0.56,268.685,16.52,12.555,15.7336
K2-42 b,K2-42,1,1,Transit,2016,K2,6.68796,0.0617,2.15,5.27,,,4613.0,0.64,0.7,396.913,15.006,12.284,14.6336
K2-43 b,K2-43,1,2,Transit,2016,K2,3.471149,0.03784,4.51,18.5,939.0,,3840.6,0.54,0.57,182.536,15.748,11.577,14.8215
K2-43 c,K2-43,1,2,Transit,2019,K2,2.198884,,2.42,6.44,1094.0,,3840.6,0.54,0.57,182.536,15.748,11.577,14.8215
K2-44 b,K2-44,1,1,Transit,2016,K2,5.657,0.06,2.433,6.5,1211.0,,5912.0,1.58,1.15,476.703,12.27,10.693,12.0238
K2-45 b,K2-45,1,1,Transit,2016,K2,1.7292684,0.0224,6.71,36.4,1074.0,,4103.0,0.45,0.5,495.317,15.746,12.756,15.3442
K2-46 b,K2-46,1,1,Transit,2016,K2,19.1541,0.13821,2.05,4.86,889.0,,6256.0,1.29,0.96,449.237,12.144,10.781,11.9153
K2-47 b,K2-47,1,1,Transit,2016,K2,31.6372,0.1779,1.89,4.23,,,5054.0,0.76,0.75,349.881,14.065,11.735,13.7404
K2-48 b,K2-48,1,1,Transit,2016,K2,20.5065,0.1344,2.24,5.65,,,4899.0,0.73,0.77,313.764,14.345,11.838,13.9677
K2-49 b,K2-49,1,1,Transit,2016,K2,2.77065,0.0309,1.93,4.38,,,4175.0,0.45,0.51,457.125,15.668,12.729,15.2444
K2-5 b,K2-5,1,2,Transit,2015,K2,5.73594,0.0532,1.91,4.31,565.0,K7.5 V,3930.0,0.57,0.61,202.943,14.974,11.595,14.339
K2-5 c,K2-5,1,2,Transit,2015,K2,10.93241,0.0818,2.26,5.73,456.0,K7.5 V,3930.0,0.57,0.61,202.943,14.974,11.595,14.339
K2-50 b,K2-50,1,2,Transit,2016,K2,8.7529,0.0705,1.59,3.15,,,4326.0,0.55,0.61,257.443,14.705,11.664,14.2575
K2-52 b,K2-52,1,1,Transit,2016,K2,3.535055,0.054,18.0,45700.0,2004.0,,7147.0,2.19,1.69,1038.41,15.93,11.853,15.2553
K2-53 b,K2-53,1,1,Transit,2016,K2,12.20772,0.098,2.6,7.27,665.0,,5263.0,0.81,0.85,138.018,12.634,9.664,12.1478
K2-54 b,K2-54,1,1,Transit,2016,K2,9.7843,0.0671,1.15,1.6,,,3798.0,0.38,0.42,174.955,14.542,11.075,13.9449
K2-55 b,K2-55,1,1,Transit,2016,K2,2.849258,0.03486,3.82,14.0,912.0,,4456.0,0.63,0.7,159.522,13.519,10.471,13.0624
K2-57 b,K2-57,1,1,Transit,2016,K2,9.0063,0.0746,2.1,5.06,,,4434.0,0.62,0.68,264.213,14.414,11.645,14.1038
K2-58 b,K2-58,1,3,Transit,2016,K2,7.05254,0.0692,2.68,7.65,,,5413.0,0.86,0.89,181.746,12.415,10.215,12.1319
K2-58 c,K2-58,1,3,Transit,2016,K2,2.53726,0.035,1.62,3.26,,,5413.0,0.86,0.89,181.746,12.415,10.215,12.1319
K2-58 d,K2-58,1,3,Transit,2016,K2,22.8827,0.1517,1.71,3.57,,,5413.0,0.86,0.89,181.746,12.415,10.215,12.1319
K2-59 b,K2-59,1,2,Transit,2016,K2,20.6921,0.1354,2.41,6.39,,,5055.0,0.73,0.77,311.313,14.266,11.838,13.9395
K2-59 c,K2-59,1,2,Transit,2016,K2,11.2954,0.0905,2.3,5.9,,,5055.0,0.73,0.77,311.313,14.266,11.838,13.9395
K2-6 b,K2-6,1,1,Transit,2015,K2,30.94191,0.1898,2.5,6.8,615.0,,5850.0,0.96,0.97,316.819,12.66,11.069,12.5018
K2-60 b,K2-60,1,1,Transit,2016,K2,3.00265,0.045,7.656,135.39558,1400.0,G4 V,5500.0,1.12,0.97,491.87,12.857,10.993,12.6108
K2-61 b,K2-61,1,1,Transit,2016,K2,2.57302,0.0392,2.48,6.71,,,6293.0,1.36,1.21,405.732,13.173,11.385,12.8575
K2-62 b,K2-62,1,2,Transit,2016,K2,6.67202,0.0636,2.14,5.22,,,4880.0,0.73,0.77,112.467,12.391,9.688,12.0433
K2-62 c,K2-62,1,2,Transit,2016,K2,16.1966,0.1148,2.14,5.22,,,4880.0,0.73,0.77,112.467,12.391,9.688,12.0433
K2-63 b,K2-63,1,2,Transit,2016,K2,20.257,0.1627,3.22,10.5,,,6771.0,1.63,1.4,517.534,12.98,11.274,12.7269
K2-63 c,K2-63,1,2,Transit,2016,K2,25.4556,0.189,3.9,14.5,,,6771.0,1.63,1.4,517.534,12.98,11.274,12.7269
K2-64 b,K2-64,1,1,Transit,2016,K2,6.53044,0.0619,2.07,4.94,,,5312.0,0.73,0.74,499.891,14.132,12.201,13.9146
K2-65 b,K2-65,1,1,Transit,2016,K2,12.6475,0.1014,1.58,3.12,,,5213.0,0.84,0.87,72.2,10.71,8.344,
K2-66 b,K2-66,1,1,Transit,2016,K2,5.06963,0.05983,2.49,21.3,1372.0,,5887.0,1.67,1.11,513.877,11.71,10.609,11.9961
K2-68 b,K2-68,1,1,Transit,2016,K2,8.05428,0.0708,1.58,3.12,,,4746.0,0.68,0.73,168.652,12.987,10.53,12.6573
K2-69 b,K2-69,1,1,Transit,2016,K2,7.06599,0.0591,2.32,5.99,,,4127.0,0.49,0.55,180.697,16.024,11.766,15.0572
K2-7 b,K2-7,1,1,Transit,2015,K2,28.67992,0.1814,2.67,7.61,651.0,,5772.0,0.96,0.97,738.553,13.453,11.564,13.0573
K2-70 b,K2-70,1,1,Transit,2016,K2,13.97896,0.1112,2.89,8.7,,,5622.0,0.93,0.94,232.964,13.074,10.853,12.7782
K2-71 b,K2-71,1,1,Transit,2016,K2,6.98541,0.0559,2.15,5.27,,,4006.0,0.43,0.48,153.192,16.14,11.732,15.1887
K2-72 b,K2-72,1,4,Transit,2016,K2,5.577212,0.04,1.08,1.28,,,3360.47,0.33,0.27,66.4321,15.37,10.962,14.2789
K2-72 c,K2-72,1,4,Transit,2016,K2,15.189034,0.078,1.16,1.65,,,3360.47,0.33,0.27,66.4321,15.37,10.962,14.2789
K2-72 d,K2-72,1,4,Transit,2016,K2,7.760178,0.05,1.01,1.01,,,3360.47,0.33,0.27,66.4321,15.37,10.962,14.2789
K2-72 e,K2-72,1,4,Transit,2016,K2,24.158868,0.106,1.29,2.21,,,3360.47,0.33,0.27,66.4321,15.37,10.962,14.2789
K2-73 b,K2-73,1,1,Transit,2016,K2,7.49543,0.07619,2.45,6.57,,,5922.0,1.06,1.05,269.183,11.345,10.322,11.7146
K2-74 b,K2-74,1,1,Transit,2016,K2,19.5666,0.1402,2.31,5.95,,,6060.0,0.98,0.96,377.822,12.715,11.068,12.4364
K2-75 b,K2-75,1,2,Transit,2016,K2,7.8142,0.081,2.67,7.61,,,5995.0,1.56,1.16,561.93,12.803,11.178,12.5886
K2-75 c,K2-75,1,2,Transit,2016,K2,18.311,0.1429,2.77,8.1,,,5995.0,1.56,1.16,561.93,12.803,11.178,12.5886
K2-77 b,K2-77,1,1,Transit,2016,K2,8.199796,0.076,2.3,603.877,693.0,,4970.0,0.76,0.8,141.731,12.224,9.799,11.9202
K2-79 b,K2-79,1,1,Transit,2016,K2,10.9947,0.0988,4.09,9.2,1022.0,,5897.0,1.27,1.07,256.011,12.152,9.907,11.8031
K2-8 b,K2-8,1,2,Transit,2015,K2,10.35239,0.0856,3.58,12.5,631.0,K3 V,4870.0,0.74,0.78,403.513,14.801,12.245,14.3358
K2-8 c,K2-8,1,2,Transit,2016,K2,5.06416,0.0532,2.41,6.39,801.0,K3 V,4870.0,0.74,0.78,403.513,14.801,12.245,14.3358
K2-80 b,K2-80,1,3,Transit,2016,K2,19.0918,0.135,2.01,4.7,,,5441.0,0.87,0.9,200.802,12.694,10.313,12.377
K2-80 c,K2-80,1,3,Transit,2016,K2,5.605,0.0596,1.47,2.76,,,5441.0,0.87,0.9,200.802,12.694,10.313,12.377
K2-80 d,K2-80,1,3,Transit,2018,K2,28.867253,,2.552,7.04,,,5377.0,0.84,0.91,200.802,12.694,10.313,12.377
K2-81 b,K2-81,1,1,Transit,2016,K2,6.102325,0.059,1.97,4.54,,,4674.13,0.63,0.75,252.318,14.314,11.316,13.9043
K2-83 b,K2-83,1,2,Transit,2016,K2,2.74697,0.03014,1.244,2.08,,,3910.0,0.42,0.48,125.529,14.522,10.765,13.8042
K2-83 c,K2-83,1,2,Transit,2016,K2,9.99767,0.07131,1.483,2.8,,,3910.0,0.42,0.48,125.529,14.522,10.765,13.8042
K2-84 b,K2-84,1,2,Transit,2016,K2,6.4215,0.0665,2.41,6.39,,,5652.0,0.93,0.95,284.876,13.386,11.059,13.1474
K2-84 c,K2-84,1,2,Transit,2016,K2,27.86,0.1768,2.03,4.78,,,5652.0,0.93,0.95,284.876,13.386,11.059,13.1474
K2-85 b,K2-85,1,1,Transit,2016,K2,0.684559,0.013,1.2,1.87,,,4427.0,0.68,0.68,97.2179,12.416,9.466,12.06
K2-86 b,K2-86,1,1,Transit,2016,K2,8.77683,0.077,1.96,4.5,,,5482.0,0.76,0.79,258.699,13.041,10.927,12.7978
K2-87 b,K2-87,1,1,Transit,2016,K2,9.726618,0.094,7.6,44.9,979.0,,5747.0,1.4,1.16,491.242,14.136,11.197,13.7078
K2-88 b,K2-88,1,1,Transit,2016,K2,4.6122,0.0345,1.23,2.04,,,3537.0,0.26,0.26,110.561,15.523,11.24,14.5451
K2-89 b,K2-89,1,1,Transit,2016,K2,1.096026,0.01462,0.615,0.17,,,3691.0,0.32,0.35,86.0386,14.162,10.106,13.3216
K2-9 b,K2-9,1,1,Transit,2015,K2,18.4498,0.091,2.25,5.69,314.0,M2.5 V,3390.0,0.31,0.3,82.9631,15.86,11.495,14.8665
K2-90 b,K2-90,1,2,Transit,2016,K2,13.733314,0.096,2.6,7.27,502.0,,4484.0,0.62,0.63,134.188,13.707,10.36,13.2292
K2-90 c,K2-90,1,2,Transit,2016,K2,2.900706,0.035,1.3,2.24,,,4421.98,0.63,0.7,134.188,13.707,10.36,13.2292
K2-91 b,K2-91,1,1,Transit,2016,K2,1.419549,0.0164,1.1,1.37,,,3622.0,0.28,0.29,62.5785,15.622,10.571,14.3219
K2-95 b,K2-95,1,1,Transit,2016,K2,10.1346454,0.0525,3.31,11.0,474.0,M3.0,3566.0,0.4,0.41,179.854,17.236,12.474,16.0836
K2-97 b,K2-97,1,1,Transit,2016,K2,8.406726,0.086,10.61,152.5584,1499.0,,4717.0,4.47,1.2,878.43,12.486,10.035,12.3059
K2-98 b,K2-98,1,1,Transit,2016,K2,10.136448,0.0974,5.2,32.2,1092.0,F8 V,6172.0,1.57,1.2,518.625,12.216,10.869,12.0398
K2-99 b,K2-99,1,1,Transit,2016,K2,18.251985,0.1597,11.73,308.2951,1113.0,G0 IV,6217.0,2.63,1.63,519.229,11.149,9.72,10.9485
KELT-1 b,KELT-1,1,1,Transit,2012,KELT,1.217514,0.02466,12.442,8654.15,2233.0,,6518.0,1.46,1.32,268.43,10.632,9.437,10.5905
KELT-10 b,KELT-10,1,1,Transit,2016,KELT-South,4.1662739,0.0525,15.681,215.80657,1377.0,G0 V,5948.0,1.21,1.11,188.404,10.617,9.338,10.7009
KELT-11 b,KELT-11,1,1,Transit,2017,KELT-South,4.7361,0.06229,15.132,54.34893,1712.0,G8/K0 IV,5375.0,2.69,1.44,99.1596,8.04,6.122,7.83112
KELT-12 b,KELT-12,1,1,Transit,2017,KELT-North,5.031623,0.06708,19.952,301.9385,1800.0,,6279.0,2.37,1.59,368.03,10.585,9.362001,10.4842
KELT-14 b,KELT-14,1,1,Transit,2016,KELT-South,1.7100566,0.03005,19.537,408.09372,1970.0,G4,5720.0,1.52,1.24,250.121,11.001,9.424,10.8384
KELT-15 b,KELT-15,2,1,Transit,2016,KELT-South,3.32944,0.04613,19.504,416.3573,1642.0,,6003.0,1.78,2.06,324.683,11.39,9.854,11.0694
KELT-16 b,KELT-16,2,1,Transit,2017,KELT,0.9689951,0.02044,15.861,874.0325,2453.0,F7 V,6236.0,1.36,1.21,444.586,11.717,10.642,11.7959
KELT-17 b,KELT-17,1,1,Transit,2016,KELT,3.0801716,0.04881,17.094,416.3573,2087.0,A,7454.0,1.65,1.64,226.5,9.234,8.646,9.20887
KELT-18 b,KELT-18,2,1,Transit,2017,KELT-North,2.8717518,0.0455,17.598,375.0394,2085.0,F4 V,6670.0,1.91,1.52,321.376,10.16,9.21,10.1036
KELT-19 A b,KELT-19 A,2,1,Transit,2017,KELT,4.6117093,0.0637,21.409,1293.5681,1935.0,A8 V,7500.0,1.83,1.62,300.276,9.857,9.196,9.86331
KELT-2 A b,KELT-2 A,2,1,Transit,2012,KELT,4.11379,0.05497,15.132,540.311,2080.0,F8,6327.0,1.93,1.54,134.058,8.68,7.346,8.58393
KELT-20 b,KELT-20,1,1,Transit,2017,KELT-North,3.4741085,0.0542,19.515,1074.90106,2262.0,A2 V,8720.0,1.57,1.76,136.426,7.59,7.415,7.57492
KELT-21 b,KELT-21,1,1,Transit,2018,KELT-North,3.6127647,0.05224,17.777,1242.7153,2051.0,A8 V,7598.0,1.64,1.46,470.878,10.484,10.09,10.5415
KELT-23 A b,KELT-23 A,2,1,Transit,2019,KELT-North,2.255251,0.03302,14.83,298.12454,1561.0,G2 V,5899.0,1.0,0.94,126.261,10.308,8.904,10.182
KELT-24 b,KELT-24,2,1,Transit,2019,KELT-North,5.55149296,0.0665,12.711,1458.83239,1391.0,F7,6426.0,1.34,1.27,96.5173,8.34,7.154,8.23752
KELT-3 b,KELT-3,2,1,Transit,2013,KELT,2.70339,0.04123,17.486,616.5902,1816.0,,6304.0,1.7,1.96,210.252,9.816,8.662,9.76324
KELT-4 A b,KELT-4 A,3,1,Transit,2016,KELT,2.9895932,0.04317,19.044,286.68266,1823.0,F,6206.0,1.6,1.2,218.05,9.98,8.689,9.95702
KELT-6 b,KELT-6,1,2,Transit,2014,KELT,7.8457,0.07939,14.572,165.2716,1313.0,F8,6102.0,1.73,1.42,240.726,10.371,9.083,10.1934
KELT-6 c,KELT-6,1,2,Radial Velocity,2015,Multiple Observatories,1276.0,2.39,13.0,1179.1493,,F8,6272.0,1.53,1.13,240.726,10.371,9.083,10.1934
KELT-7 b,KELT-7,1,1,Transit,2015,KELT,2.73477,0.04415,17.934,441.7837,2048.0,F,6768.0,1.81,1.76,136.681,8.56,7.543,8.45173
KELT-8 b,KELT-8,1,1,Transit,2015,KELT,3.24406,0.0455,18.159,209.7678,1675.0,G2 V,5754.0,1.46,0.81,197.572,10.845,9.177,10.6699
KELT-9 b,KELT-9,2,1,Transit,2017,KELT-North,1.4811235,0.03462,21.196,915.3504,4050.0,B9.5-A0,10170.0,2.36,2.52,204.455,7.55,7.482,7.57675
KIC 10001893 b,KIC 10001893,1,3,Orbital Brightness Modulation,2014,Kepler,0.2197,,,,,,27500.0,0.18,0.47,1672.94,15.829,16.612,15.7109
KIC 10001893 c,KIC 10001893,1,3,Orbital Brightness Modulation,2014,Kepler,0.32528,,,,,,27500.0,0.18,0.47,1672.94,15.829,16.612,15.7109
KIC 10001893 d,KIC 10001893,1,3,Orbital Brightness Modulation,2014,Kepler,0.81161,,,,,,27500.0,0.18,0.47,1672.94,15.829,16.612,15.7109
KIC 10068024 b,KIC 10068024,1,1,Orbital Brightness Modulation,2021,Kepler,2.073549,,13.4,635.65681,,,6118.4,1.57,1.22,721.105,13.144,11.83,13.1059
KIC 10525077 b,KIC 10525077,1,1,Transit,2015,Kepler,854.083,,5.5,25.9,,,6091.0,1.01,1.01,1461.15,15.592,13.754,15.3043
KIC 3526061 b,KIC 3526061,1,1,Radial Velocity,2022,McDonald Observatory,3552.0,5.14,12.1,5768.58559,,,4829.0,5.86,1.42,401.229,10.372,7.776,9.99106
KIC 3558849 b,KIC 3558849,1,1,Transit,2015,Kepler,1322.3,,6.9,38.1,,,6175.0,1.01,0.98,1215.7,14.32,12.767,14.1674
KIC 5437945 b,KIC 5437945,1,2,Transit,2015,Kepler,440.7813,1.1455,6.4,33.6,308.0,,6340.0,1.24,1.07,1274.01,13.834,12.367,13.7506
KIC 5479689 b,KIC 5479689,1,1,Orbital Brightness Modulation,2021,Kepler,1.701531,,14.2,158.9142,,,5459.1,0.89,0.97,454.95,13.929,11.937,13.7459
KIC 7917485 b,KIC 7917485,1,1,Pulsation Timing Variations,2016,Kepler,840.0,,12.4,3750.394,,A,7067.0,2.01,1.63,1382.89,13.166,12.111,13.1092
KIC 8121913 b,KIC 8121913,1,1,Orbital Brightness Modulation,2021,Kepler,3.294601,,13.4,667.43965,,,5975.3,2.23,1.46,707.303,12.38,10.763,12.3034
KIC 8540376 b,KOI-7892,1,3,Transit,2015,Kepler,31.8099,,4.1,15.8,,,6474.0,1.26,1.04,1072.3,14.411,12.966,14.2165
KIC 8540376 c,KOI-7892,1,3,Transit,2015,Kepler,75.2,,2.4,6.35,,,6474.0,1.26,1.04,1072.3,14.411,12.966,14.2165
KIC 9663113 b,KIC 9663113,1,2,Transit,2015,Kepler,572.3847,1.4062,4.6,19.2,264.0,,6065.0,1.03,0.98,1594.74,14.027,12.502,13.9075
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,1,1,Microlensing,2018,KMTNet,,2.2,12.2,5700.0,,,,,0.48,6300.0,,,
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,1,1,Microlensing,2023,KMTNet,,2.44,1.33,2.32,,,,,0.41,5080.0,,,
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,1,1,Microlensing,2019,KMTNet,,0.342,13.1,1043.0,,,,,0.09,6651.0,,,
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,1,1,Microlensing,2018,KMTNet,,5.1,12.7,2200.0,,,,,0.45,6600.0,,,
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,1,1,Microlensing,2018,KMTNet,,1.08,12.9,1450.0,,,,,0.04,6260.0,,,
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,1,1,Microlensing,2019,KMTNet,,3.5,13.3,700.0,,,,,0.49,7100.0,,,
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,1,1,Microlensing,2018,KMTNet,,0.83,12.2,4923.0,,,,,0.07,7010.0,,,
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,1,1,Microlensing,2020,KMTNet,,2.63,13.0,1250.0,,,,,0.5,6440.0,,,
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,1,1,Microlensing,2020,KMTNet,,3.64,13.2,836.0,,,,,0.64,4880.0,,,
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,1,1,Microlensing,2021,KMTNet,,0.681,14.0,245.0457,,,,,0.06,6421.0,,,
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,1,1,Microlensing,2018,KMTNet,,3.45,6.45,34.0,,,,,0.76,4530.0,,,
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,1,1,Microlensing,2023,KMTNet,,1.81,2.23,5.59,,,,,0.34,5400.0,,,
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,1,1,Microlensing,2022,KMTNet,,2.34,13.0,1166.43025,,,,,0.63,5080.0,,,
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,1,1,Microlensing,2023,KMTNet,,1.38,2.13,5.19,,,,,0.32,7090.0,,,
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,1,1,Microlensing,2019,KMTNet,,1.8,13.4,640.0,,,,,0.37,6000.0,,,
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,1,1,Microlensing,2019,KMTNet,,1.6,14.0,230.0,,,,,0.33,6500.0,,,
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,1,1,Microlensing,2023,KMTNet,,1.78,1.7,3.54,,,,,0.41,4240.0,,,
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,1,1,Microlensing,2021,KMTNet,,2.14,13.4,664.26137,,,,,0.46,7040.0,,,
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,1,1,Microlensing,2020,KMTNet,,4.27,2.67,7.59,,,,,1.14,3380.0,,,
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,1,1,Microlensing,2022,KMTNet,,4.39,13.6,460.85119,,,,,0.51,6480.0,,,
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,1,1,Microlensing,2022,KMTNet,,0.87,10.1,73.10053,,,,,0.1,7020.0,,,
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,1,1,Microlensing,2022,KMTNet,,2.46,13.4,670.61794,,,,,0.29,6760.0,,,
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,1,1,Microlensing,2020,KMTNet,,0.62,9.01,60.0,,,,,0.09,7300.0,,,
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,1,1,Microlensing,2023,KMTNet,,1.07,11.9,9217.0238,,,,,0.29,6890.0,,,
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,1,1,Microlensing,2021,KMTNet,,1.305,2.34,6.059,,,,,0.22,6705.0,,,
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,1,1,Microlensing,2020,KMTNet,,6.03,12.9,1400.0,,,,,1.09,3460.0,,,
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,1,1,Microlensing,2021,KMTNet,,1.449,10.5,77.86796,,,,,0.19,6483.0,,,
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,1,1,Microlensing,2021,KMTNet,,3.54,13.3,705.57906,,,,,0.65,5840.0,,,
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,1,1,Microlensing,2022,KMTNet,,3.09,2.22,5.56,,,,,0.47,4150.0,,,
